Id,X,Y,Z,Formation
50,7.994599636345943,86.03353035569796,4.923450499642593,s2
51,79.47616865039029,93.16084347679879,2.1059909446100504,s3
52,18.045882493832856,13.913328250083314,6.513049206166956,s3
53,37.599979033513286,29.04425124815354,5.2121487935323,s2
54,40.44272932093531,97.7167817570573,4.844848299562855,s4
55,71.97748203683315,78.00212229634994,5.391745176887261,s2
56,32.756257157208495,43.91347857022804,2.030606382886876,s3
57,84.98419387896278,58.71829344363866,9.862165776066217,s4
58,16.958240383304357,75.21407030736644,3.1790175591236935,s2
59,26.12376625917841,23.48989608175061,5.72425832609073,s1
60,87.22802556084382,69.74616237763671,9.387911525734973,s4
61,11.828164842548713,5.760631442509737,4.024588737745356,s2
62,36.12238869608712,82.8486082868529,2.810382657962074,s3
63,45.07051185981438,57.18601763431424,6.068982613300692,s1
64,79.36569538124861,8.03301604098724,2.4426692514213295,s3
65,2.6599020276282923,92.70792815820727,6.756594703162843,s1
66,19.174022175522204,43.986441831348515,3.427686187374259,s4
67,79.12342020120869,92.66689448232675,8.278468337786386,s2
68,15.619707924883837,61.49467900974366,5.544804172173659,s1
69,95.60096218834977,11.95390081295094,2.4104749581805516,s2
70,15.092024294413223,72.50347005448509,1.398593784644711,s1
71,55.38376400268463,77.88224296854636,3.2232952042293572,s2
72,39.018625788602016,89.51783929569511,5.206810216954825,s2
73,1.9386959809149358,49.20465670966604,6.639014468041048,s2
74,14.353611319103486,16.49061452312973,6.642406927534965,s4
75,10.691494309448053,48.847539884407986,8.175946523291156,s4
76,65.044379320212,82.0322555418592,8.301943098041058,s2
77,30.204459413576338,89.05319038181457,6.394743800008681,s3
78,80.70298111596524,75.45307120888093,6.865952323433055,s2
79,61.217169876735845,49.935364510660634,8.881913176642577,s4
80,46.13668935391237,61.32920858679379,8.614690910778034,s3
81,26.76266817368095,32.22017281819689,3.4278763430905,s3
82,73.18922373113139,83.91079809760986,7.901588774409996,s3
83,85.5483575338403,8.809517983442012,6.4204098765833635,s4
84,76.86589271805735,67.40907503130852,3.791943509127223,s3
85,10.100840331266962,57.99775709010076,8.75299740290233,s1
86,63.50975594251622,96.1567549969058,5.92160821412544,s4
87,71.29873930312033,99.51021767386005,7.023637145776682,s2
88,13.031714249402023,33.11222004453921,5.456288954771283,s4
89,62.04340674339589,75.37872995837773,5.880128466317977,s3
90,47.00831341460992,4.054716537093908,8.44256387200647,s1
91,10.1838505107173,36.374238792229924,6.402413690328813,s2
92,86.09640380353416,82.08259028770244,6.281834465272052,s3
93,3.5896529399627903,7.544014664237175,6.6180955835334325,s4
94,62.44400676502429,49.10400226070838,1.5691701754170946,s1
95,65.27657378331072,10.787906074004733,3.984562623229017,s3
96,5.880160310469181,58.24625650592622,9.094568642598606,s2
97,49.53303104280815,65.95075392541588,3.5072646747351426,s2
98,56.32590210931984,3.5683458701681987,3.8476159475274447,s2
99,3.3406383600846907,98.29871235562963,3.5158920945808703,s3
